opponent,v3,Robert Kubica,0,1771614751936
Game,version,date,track,car,event,laptime [s],S1 [s],S2 [s],S3 [s],S4+ [s]
LMU,1.2,2026-02-20 19:12:31,Silverstone Grand Prix Circuit - ELMS,AF Corse 2025 #83:LM (Hyper),Live,325.481,0,0,0
Tracklen [m],TotalLaps
5868.9,2
,
,
lapdistance [m],speed [m/s],throttle [%],brake [%],steer [%],gear [int],world_x [m],world_y [m],world_z [m]
7.8,3.18,56.9,0.0,0.0,1,11.410,0.685,810.847
7.8,3.51,57.0,0.0,10.7,1,11.387,0.685,811.046
7.8,3.73,56.8,0.0,11.1,1,11.372,0.685,811.189
7.8,4.05,56.9,0.0,11.4,1,11.348,0.685,811.421
7.8,4.27,56.9,0.0,11.5,1,11.331,0.685,811.586
7.8,4.60,56.9,0.0,11.5,1,11.305,0.685,811.850
7.8,4.82,56.9,0.0,11.5,1,11.286,0.685,812.037
7.8,5.14,56.9,0.0,11.2,1,11.258,0.685,812.334
7.8,5.36,56.7,0.0,11.0,1,11.239,0.685,812.543
7.8,5.69,56.6,0.0,10.5,1,11.209,0.685,812.873
7.8,5.91,56.5,0.0,10.1,1,11.189,0.685,813.103
7.8,6.24,54.7,0.0,9.4,1,11.159,0.686,813.466
7.8,6.57,52.2,0.0,8.6,1,11.129,0.686,813.848
7.9,6.79,51.1,0.0,7.9,1,11.110,0.686,814.114
7.9,7.11,49.0,0.0,6.9,1,11.080,0.686,814.529
7.9,7.33,48.2,0.0,6.1,1,11.061,0.686,814.817
7.9,7.66,46.9,0.0,4.9,1,11.034,0.686,815.265
7.9,7.88,46.4,0.0,4.0,1,11.017,0.686,815.575
7.9,8.20,42.6,0.0,2.4,1,10.993,0.684,816.057
7.9,8.41,41.1,0.0,4.6,1,10.979,0.678,816.388
7.9,8.74,39.9,0.0,11.0,1,10.960,0.669,816.901
8.1,8.96,35.6,0.0,15.0,1,10.952,0.663,817.255
8.1,9.29,17.6,0.0,20.4,1,10.950,0.661,817.801
8.1,9.47,21.0,0.0,23.8,1,10.958,0.662,818.176
8.1,9.65,70.2,0.0,29.8,1,10.987,0.664,818.749
8.2,9.75,57.2,0.0,34.5,1,11.018,0.661,819.136
8.2,9.98,43.9,0.0,42.3,1,11.079,0.651,819.723
8.2,10.14,65.5,0.0,48.2,1,11.133,0.644,820.121
