opponent,v3,Loïc Duval,0,1771613068524
Game,version,date,track,car,event,laptime [s],S1 [s],S2 [s],S3 [s],S4+ [s]
LMU,1.2,2026-02-20 18:44:28,Silverstone Grand Prix Circuit - ELMS,Peugeot TotalEnergies 2025 #94:LM (Hyper),Live,110.056,0,0,0
Tracklen [m],TotalLaps
5869.1,8
,
,
lapdistance [m],speed [m/s],throttle [%],brake [%],steer [%],gear [int],world_x [m],world_y [m],world_z [m]
96.6,73.23,78.6,0.0,-0.3,6,96.149,1.103,853.680
96.6,73.36,69.1,0.0,-0.2,6,100.517,1.135,854.182
96.6,73.44,62.7,0.0,-0.3,6,103.433,1.157,854.521
96.6,73.57,58.2,0.0,-0.2,6,107.813,1.188,855.033
111.3,73.65,58.2,0.0,-0.1,6,110.737,1.210,855.378
111.3,73.78,58.3,0.0,-0.2,6,115.129,1.240,855.900
111.3,73.86,58.3,0.0,-0.1,6,118.061,1.260,856.249
111.3,73.99,58.3,0.0,0.0,6,122.465,1.286,856.777
126.0,74.08,58.3,0.0,0.1,6,125.406,1.303,857.129
126.0,74.20,58.4,0.0,0.2,6,129.822,1.328,857.659
126.0,74.28,58.4,0.0,0.2,6,132.770,1.344,858.013
126.0,74.41,58.4,0.0,0.2,6,137.199,1.370,858.543
140.9,74.53,58.4,0.0,0.3,6,141.635,1.401,859.072
140.9,74.61,58.4,0.0,0.4,6,144.597,1.421,859.423
140.9,74.73,58.4,0.0,0.3,6,149.046,1.448,859.947
140.9,74.81,58.5,0.0,0.4,6,152.016,1.466,860.295
155.8,74.93,58.5,0.0,0.5,6,156.478,1.492,860.812
155.8,75.02,58.5,0.0,0.4,6,159.458,1.508,861.154
155.8,75.14,58.5,0.0,0.3,6,163.933,1.532,861.663
155.8,75.21,58.6,0.0,0.3,6,166.921,1.549,861.999
170.8,75.33,58.6,0.0,0.2,6,171.409,1.577,862.499
170.8,75.41,58.6,0.0,0.2,6,174.405,1.596,862.829
170.8,75.53,58.7,0.0,0.1,6,178.906,1.625,863.321
170.8,75.61,58.7,0.0,0.0,6,181.911,1.644,863.648
185.9,75.73,58.7,0.0,-0.2,6,186.425,1.672,864.135
185.9,75.81,58.7,0.0,-0.3,6,189.438,1.689,864.460
185.9,75.92,58.7,0.0,-0.3,6,193.962,1.718,864.948
185.9,76.03,58.8,0.0,-0.2,6,198.494,1.747,865.440
201.1,76.11,58.8,0.0,-0.2,6,201.519,1.765,865.771
201.1,76.22,58.8,0.0,-0.2,6,206.061,1.792,866.272
201.1,76.30,58.8,0.0,-0.2,6,209.093,1.808,866.608
201.1,76.42,58.9,0.0,-0.0,6,213.646,1.833,867.117
216.3,76.49,58.9,0.0,0.1,6,216.685,1.851,867.458
216.3,76.57,40.4,8.1,0.3,6,221.248,1.881,867.972
216.3,76.39,4.6,41.1,0.3,6,224.289,1.902,868.315
216.3,75.53,0.0,75.7,0.3,6,228.823,1.933,868.824
231.6,74.74,0.0,82.2,0.3,6,231.811,1.952,869.157
231.6,73.51,0.0,85.5,0.3,6,236.234,1.986,869.647
231.6,72.66,0.0,85.3,0.1,6,239.141,2.008,869.967
231.6,71.43,0.0,87.9,0.3,6,243.441,2.037,870.436
246.2,70.55,0.0,84.7,0.4,6,246.265,2.053,870.741
246.2,69.30,0.0,84.2,0.8,6,250.439,2.075,871.187
246.2,68.06,0.0,84.6,1.2,6,254.540,2.098,871.617
246.2,67.24,0.0,85.0,1.3,6,257.233,2.112,871.893
260.0,66.02,0.0,85.5,1.5,6,261.213,2.133,872.292
260.0,65.18,0.0,42.4,1.6,6,263.826,2.146,872.545
260.0,64.91,77.6,0.0,2.6,6,267.707,2.167,872.902
260.0,64.97,38.6,28.4,3.4,6,270.295,2.181,873.124
273.1,64.38,0.0,61.7,4.4,6,274.168,2.198,873.431
273.1,63.74,0.0,74.1,4.6,6,276.725,2.207,873.616
273.1,62.67,24.6,79.3,3.9,0,280.512,2.219,873.859
273.1,61.90,0.0,81.2,2.9,5,283.001,2.227,873.994
285.7,60.77,0.0,68.6,2.2,5,286.680,2.241,874.156
285.7,60.08,0.0,62.6,1.8,5,289.096,2.248,874.235
285.7,59.16,0.0,49.2,1.9,5,292.674,2.261,874.306
297.6,58.43,0.0,26.3,3.5,5,296.201,2.277,874.315
297.6,58.10,0.0,16.3,5.2,5,298.532,2.287,874.289
297.6,57.72,0.0,15.6,7.3,5,302.006,2.302,874.199
297.6,57.47,0.0,13.7,8.3,5,304.308,2.313,874.106
309.1,57.14,0.0,7.9,8.5,5,307.742,2.331,873.915
309.1,56.95,0.0,6.8,8.3,5,310.018,2.345,873.753
309.1,56.69,0.0,5.1,8.4,5,313.415,2.366,873.455
309.1,56.53,0.0,1.9,8.9,5,315.667,2.381,873.221
320.3,56.33,3.6,0.0,9.9,5,319.029,2.402,872.816
320.3,56.23,11.0,0.0,10.7,5,321.259,2.415,872.509
320.3,56.06,3.0,0.3,12.3,5,324.588,2.435,871.991
320.3,55.88,5.6,0.0,13.7,5,327.895,2.455,871.405
331.4,55.75,2.4,0.0,14.3,5,330.086,2.466,870.977
331.4,55.59,14.0,0.0,14.6,5,333.352,2.482,870.276
331.4,55.50,13.1,0.0,14.8,5,335.515,2.492,869.768
331.4,55.39,16.0,0.0,15.1,5,338.738,2.508,868.944
342.6,55.31,13.9,0.0,15.6,5,340.872,2.518,868.353
342.6,55.15,8.2,0.0,16.8,5,344.048,2.533,867.405
342.6,55.04,8.2,0.0,17.6,5,346.147,2.542,866.733
342.6,54.87,9.5,0.0,19.3,5,349.267,2.557,865.665
354.0,54.77,11.4,0.0,19.9,5,351.327,2.567,864.914
354.0,54.63,12.8,0.0,19.8,5,354.387,2.583,863.727
354.0,54.52,8.1,0.0,20.0,5,356.406,2.594,862.896
354.0,54.34,7.4,0.0,20.3,5,359.400,2.612,861.592
365.6,54.22,7.7,0.0,20.3,5,361.374,2.624,860.686
365.6,54.13,32.8,0.0,20.2,5,364.299,2.642,859.272
365.6,54.16,35.2,0.0,20.4,5,367.189,2.659,857.788
365.6,54.16,26.4,0.0,20.8,5,369.097,2.670,856.762
376.9,54.13,29.3,0.0,21.8,5,371.927,2.687,855.167
376.9,54.14,33.1,0.0,22.2,5,373.793,2.698,854.068
376.9,54.17,35.7,0.0,22.4,5,376.560,2.715,852.367
376.9,54.19,36.0,0.0,22.0,5,378.385,2.727,851.197
388.3,54.20,30.8,0.0,21.4,5,381.088,2.744,849.390
388.3,54.20,30.0,0.0,21.0,5,382.868,2.754,848.152
388.3,54.20,29.6,0.0,20.4,5,385.502,2.769,846.245
388.3,54.21,35.3,0.0,20.2,5,387.233,2.779,844.940
399.8,54.26,39.1,0.0,19.2,5,389.793,2.795,842.931
399.8,54.30,36.8,0.0,18.4,5,391.474,2.805,841.558
399.8,54.34,35.2,0.0,17.8,5,393.959,2.822,839.449
399.8,54.37,36.6,0.0,17.5,5,395.590,2.832,838.012
411.0,54.45,42.0,0.0,16.7,5,397.998,2.848,835.807
411.0,54.57,46.1,0.0,15.8,5,400.360,2.865,833.546
411.0,54.61,25.0,0.0,15.4,5,401.910,2.876,832.007
411.0,54.53,16.7,0.0,14.5,5,404.191,2.892,829.658
422.1,54.53,37.9,0.0,13.3,5,405.681,2.903,828.066
