opponent,v3,Jack Aitken,0,1771575862456
Game,version,date,track,car,event,laptime [s],S1 [s],S2 [s],S3 [s],S4+ [s]
LMU,1.2,2026-02-20 08:24:22,Silverstone Grand Prix Circuit - ELMS,Cadillac Whelen 2025 #311:LM (Hyper),Live,107.914,0,0,0
Tracklen [m],TotalLaps
5866.5,2
,
,
lapdistance [m],speed [m/s],throttle [%],brake [%],steer [%],gear [int],world_x [m],world_y [m],world_z [m]
6.8,72.18,86.2,0.0,0.2,6,17.988,0.458,847.772
21.2,72.36,86.1,0.0,0.2,6,22.295,0.489,848.265
21.2,72.46,86.2,0.0,0.2,6,25.172,0.510,848.594
21.2,72.61,86.2,0.0,0.4,6,29.496,0.545,849.088
21.2,72.72,86.2,0.0,0.4,6,32.384,0.571,849.418
35.7,72.89,86.3,0.0,0.2,6,36.723,0.608,849.911
35.7,72.99,86.3,0.0,0.0,6,39.622,0.633,850.238
35.7,73.15,86.3,0.0,0.2,6,43.978,0.672,850.727
35.7,73.25,86.3,0.0,0.1,6,46.888,0.700,851.053
50.3,73.40,86.3,0.0,0.1,6,51.260,0.741,851.539
50.3,73.50,86.4,0.0,0.2,6,54.180,0.769,851.862
50.3,73.66,86.4,0.0,0.3,6,58.568,0.808,852.346
50.3,73.76,86.4,0.0,0.4,6,61.498,0.833,852.667
65.0,73.90,86.4,0.0,0.5,6,65.901,0.875,853.148
65.0,74.01,86.4,0.0,0.6,6,68.842,0.904,853.468
65.0,74.16,86.4,0.0,0.7,6,73.261,0.948,853.944
65.0,74.31,86.5,0.0,0.3,6,77.689,0.987,854.417
79.8,74.41,86.5,0.0,0.0,6,80.646,1.013,854.729
79.8,74.55,86.5,0.0,-0.2,6,85.091,1.048,855.193
79.8,74.65,86.5,0.0,-0.1,6,88.059,1.071,855.501
79.8,74.80,86.5,0.0,0.4,6,92.518,1.107,855.964
94.7,74.89,86.6,0.0,0.2,6,95.495,1.131,856.271
94.7,75.04,86.6,0.0,0.1,6,99.969,1.163,856.733
94.7,75.14,86.6,0.0,-0.1,6,102.957,1.185,857.040
94.7,75.28,86.6,0.0,-0.1,6,107.445,1.216,857.500
109.7,75.37,86.6,0.0,0.6,6,110.442,1.237,857.806
109.7,75.50,86.7,0.0,0.7,6,114.945,1.271,858.266
109.7,75.60,86.7,0.0,0.2,6,117.951,1.294,858.571
109.7,75.75,86.6,0.0,-0.2,6,122.468,1.324,859.026
124.8,75.84,86.7,0.0,0.2,6,125.485,1.340,859.328
124.8,75.98,86.7,0.0,-0.0,6,130.017,1.363,859.780
124.8,76.10,86.7,0.0,0.6,6,134.557,1.388,860.231
124.8,76.20,86.7,0.0,0.5,6,137.587,1.408,860.532
140.1,76.46,86.8,0.0,-0.1,6,146.701,1.473,861.433
140.1,76.60,86.8,0.0,0.3,6,151.270,1.502,861.881
155.3,76.69,86.8,0.0,0.4,6,154.321,1.520,862.178
