opponent,v3,Alex Riberas,0,1771575947458
Game,version,date,track,car,event,laptime [s],S1 [s],S2 [s],S3 [s],S4+ [s]
LMU,1.2,2026-02-20 08:25:47,Silverstone Grand Prix Circuit - ELMS,Aston Martin THOR Team 2025 #009:LM (Hyper),Live,109.195,0,0,0
Tracklen [m],TotalLaps
5866.5,1
,
,
lapdistance [m],speed [m/s],throttle [%],brake [%],steer [%],gear [int],world_x [m],world_y [m],world_z [m]
9.7,70.26,93.3,0.0,1.3,6,15.012,0.390,847.092
9.7,70.37,93.3,0.0,1.2,6,17.812,0.413,847.354
9.7,70.54,93.3,0.0,2.0,6,22.021,0.446,847.737
23.7,70.69,93.3,0.0,2.9,6,26.241,0.480,848.104
23.7,70.79,93.3,0.0,2.9,6,29.061,0.505,848.338
23.7,70.95,93.3,0.0,1.9,6,33.300,0.545,848.673
23.7,71.05,93.3,0.0,1.4,6,36.132,0.571,848.884
37.9,71.21,93.3,0.0,-0.3,6,40.389,0.609,849.184
37.9,71.31,93.3,0.0,-2.2,6,43.232,0.635,849.374
37.9,71.45,93.3,0.0,-1.4,6,47.506,0.675,849.652
37.9,71.56,93.3,0.0,-1.3,6,50.360,0.703,849.837
52.1,71.70,93.3,0.0,-1.8,6,54.648,0.744,850.119
52.1,71.80,93.3,0.0,-2.5,6,57.511,0.772,850.313
52.1,71.93,93.4,0.0,-1.7,6,61.812,0.815,850.618
52.1,72.02,93.4,0.0,-1.8,6,64.682,0.844,850.833
66.5,72.16,93.4,0.0,-1.7,6,68.994,0.886,851.171
66.5,72.26,93.4,0.0,-1.4,6,71.873,0.913,851.408
66.5,72.39,93.4,0.0,-1.5,6,76.196,0.952,851.780
66.5,72.48,93.4,0.0,-1.4,6,79.081,0.976,852.037
80.9,72.61,93.4,0.0,-1.0,6,83.415,1.011,852.437
80.9,72.75,93.4,0.0,-0.9,6,87.756,1.047,852.854
80.9,72.84,93.4,0.0,-0.8,6,90.653,1.071,853.139
95.4,72.97,93.4,0.0,-0.6,6,95.005,1.104,853.577
95.4,73.06,93.4,0.0,-0.5,6,97.910,1.126,853.876
95.4,73.19,93.4,0.0,-0.7,6,102.274,1.158,854.333
95.4,73.28,93.4,0.0,-0.6,6,105.186,1.180,854.643
110.1,73.41,93.5,0.0,-0.5,6,109.561,1.212,855.116
110.1,73.50,93.5,0.0,-0.4,6,112.482,1.233,855.436
110.1,73.64,93.4,0.0,-0.2,6,116.868,1.263,855.921
110.1,73.73,93.5,0.0,-0.0,6,119.797,1.282,856.248
124.8,73.85,93.3,0.0,0.2,6,124.196,1.309,856.742
124.8,73.94,93.4,0.0,0.2,6,127.133,1.326,857.073
124.8,74.07,93.5,0.0,0.3,6,131.545,1.351,857.573
124.8,74.15,93.5,0.0,0.3,6,134.490,1.369,857.906
139.6,74.27,93.5,0.0,-0.1,6,138.915,1.397,858.406
139.6,74.37,93.5,0.0,-0.4,6,141.868,1.417,858.738
139.6,74.50,93.5,0.0,-0.4,6,146.306,1.446,859.238
139.6,74.59,93.5,0.0,-0.1,6,149.268,1.465,859.572
154.5,74.71,93.5,0.0,0.4,6,153.718,1.493,860.075
154.5,74.81,93.5,0.0,0.5,6,156.689,1.509,860.412
154.5,74.93,93.6,0.0,0.4,6,161.152,1.534,860.918
154.5,75.06,93.6,0.0,0.3,6,165.623,1.559,861.423
169.5,75.15,93.6,0.0,0.1,6,168.609,1.577,861.758
169.5,75.28,93.6,0.0,-0.0,6,173.093,1.604,862.259
169.5,75.36,93.6,0.0,-0.0,6,176.087,1.623,862.591
169.5,75.50,93.6,0.0,-0.0,6,180.585,1.650,863.088
184.5,75.58,93.6,0.0,0.2,6,183.589,1.669,863.417
184.5,75.71,93.6,0.0,0.1,6,188.100,1.696,863.911
184.5,75.80,93.6,0.0,0.0,6,191.112,1.715,864.240
184.5,75.91,93.6,0.0,-0.1,6,195.636,1.745,864.735
199.7,76.00,93.6,0.0,-0.3,6,198.656,1.763,865.066
199.7,76.13,93.6,0.0,-0.2,6,203.192,1.791,865.565
199.7,76.18,61.2,18.0,-0.2,6,206.220,1.809,865.899
199.7,75.63,0.0,76.9,-0.2,6,210.753,1.834,866.401
214.9,74.87,0.0,63.5,-0.1,6,213.747,1.851,866.733
214.9,73.84,0.0,86.8,0.1,6,218.183,1.879,867.227
214.9,73.02,0.0,100.0,0.1,6,221.104,1.899,867.553
214.9,71.65,0.0,100.0,0.2,6,225.421,1.928,868.033
229.5,70.75,0.0,100.0,0.3,6,228.253,1.947,868.348
229.5,69.35,0.0,97.1,0.4,6,232.433,1.976,868.811
229.5,68.47,0.0,82.9,0.3,6,235.174,1.996,869.114
229.5,67.35,0.0,75.6,0.3,6,239.224,2.025,869.557
243.2,66.28,0.0,67.8,0.4,0,243.211,2.051,869.990
243.2,65.61,44.9,73.9,0.7,0,245.835,2.065,870.272
243.2,64.55,0.0,69.5,0.9,5,249.720,2.087,870.685
243.2,63.87,0.0,74.2,1.2,5,252.276,2.101,870.954
256.2,62.81,0.0,70.5,1.7,5,256.058,2.122,871.346
256.2,62.10,0.0,74.7,2.1,5,258.545,2.134,871.599
256.2,61.05,0.0,73.2,2.5,5,262.224,2.154,871.965
256.2,60.33,0.0,77.1,2.5,5,264.641,2.166,872.199
268.5,59.24,0.0,76.4,3.1,5,268.215,2.184,872.531
268.5,58.52,0.0,80.6,3.6,5,270.563,2.196,872.741
268.5,57.40,0.0,79.3,4.0,5,274.031,2.210,873.033
268.5,56.66,0.0,82.0,4.0,5,276.307,2.219,873.212
280.0,55.54,40.8,80.7,4.5,0,279.666,2.231,873.455
280.0,54.82,0.0,80.6,4.7,4,281.870,2.239,873.598
280.0,53.72,0.0,71.3,5.7,4,285.123,2.250,873.782
280.0,53.05,0.0,64.4,6.1,4,287.257,2.257,873.884
290.8,52.11,0.0,56.2,6.0,4,290.410,2.267,874.002
