opponent,v3,Mike Conway,0,1771613814317
Game,version,date,track,car,event,laptime [s],S1 [s],S2 [s],S3 [s],S4+ [s]
LMU,1.2,2026-02-20 18:56:54,Silverstone Grand Prix Circuit - ELMS,Toyota Gazoo Racing 2025 #7:LM (Hyper),Live,106.496,0,0,0
Tracklen [m],TotalLaps
5869.1,14
,
,
lapdistance [m],speed [m/s],throttle [%],brake [%],steer [%],gear [int],world_x [m],world_y [m],world_z [m]
130.4,73.69,60.5,0.0,0.0,6,132.551,1.317,860.024
130.4,73.78,60.6,0.0,-0.0,6,135.486,1.334,860.314
130.4,73.91,60.6,0.0,-0.0,6,139.895,1.367,860.749
130.4,74.00,60.7,0.0,0.0,6,142.839,1.391,861.039
145.3,74.15,60.6,0.0,0.3,6,147.261,1.419,861.473
145.3,74.23,60.6,0.0,0.1,6,150.215,1.436,861.763
145.3,74.36,60.7,0.0,-0.0,6,154.651,1.463,862.195
145.3,74.45,60.7,0.0,-0.0,6,157.613,1.480,862.483
160.1,74.58,60.7,0.0,0.1,6,162.064,1.504,862.914
160.1,74.67,60.7,0.0,0.1,6,165.035,1.522,863.200
160.1,74.80,60.8,0.0,0.1,6,169.498,1.552,863.631
160.1,74.89,60.8,0.0,0.1,6,172.477,1.572,863.918
175.0,75.02,60.8,0.0,0.1,6,176.953,1.603,864.347
175.0,75.10,60.8,0.0,-0.5,6,179.942,1.623,864.632
175.0,75.23,60.9,0.0,-0.2,6,184.431,1.652,865.061
190.1,75.35,60.9,0.0,0.1,6,188.927,1.678,865.491
190.1,75.43,60.9,0.0,0.1,6,191.929,1.697,865.781
190.1,75.56,61.0,0.0,-0.5,6,196.437,1.726,866.217
190.1,75.64,61.0,0.0,-0.7,6,199.447,1.744,866.510
205.2,75.77,61.0,0.0,-0.3,6,203.967,1.769,866.955
205.2,75.85,61.0,0.0,-0.3,6,206.984,1.786,867.256
205.2,75.97,61.0,0.0,-0.0,6,211.515,1.809,867.714
205.2,76.04,61.1,0.0,0.1,6,214.539,1.827,868.024
220.3,76.16,61.1,0.0,0.2,6,219.081,1.857,868.494
220.3,76.25,61.1,0.0,0.3,6,222.113,1.879,868.809
220.3,76.36,61.2,0.0,0.4,6,226.666,1.911,869.282
220.3,76.45,61.2,0.0,0.4,6,229.706,1.932,869.596
235.6,76.56,61.2,0.0,0.5,6,234.272,1.965,870.062
235.6,76.64,61.2,0.0,0.5,6,237.320,1.989,870.370
235.6,76.64,25.4,23.8,0.7,6,241.898,2.023,870.826
235.6,75.99,0.0,67.7,0.9,6,246.460,2.048,871.270
250.9,75.27,0.0,79.6,1.1,6,249.474,2.062,871.558
250.9,74.04,0.0,84.8,1.1,6,253.937,2.085,871.973
250.9,73.18,0.0,85.5,1.2,6,256.871,2.101,872.237
250.9,71.90,0.0,86.9,1.4,6,261.209,2.126,872.613
265.5,71.03,0.0,86.2,1.7,6,264.059,2.142,872.849
265.5,69.74,0.0,86.4,2.0,6,268.272,2.165,873.176
265.5,68.88,0.0,86.4,1.7,6,271.039,2.179,873.374
265.5,67.60,0.0,86.8,1.9,6,275.127,2.197,873.641
279.3,66.74,0.0,86.1,2.1,6,277.811,2.208,873.797
279.3,65.47,0.0,85.8,2.1,6,281.776,2.223,873.996
279.3,64.63,0.0,81.3,2.4,6,284.377,2.233,874.103
279.3,63.47,0.0,69.4,2.8,6,288.220,2.245,874.224
292.2,62.76,0.0,61.3,2.7,6,290.745,2.253,874.275
292.2,61.84,0.0,45.2,3.1,6,294.483,2.268,874.304
292.2,61.17,0.0,23.1,4.5,6,298.173,2.284,874.274
292.2,60.86,0.0,20.2,5.3,6,300.614,2.294,874.220
304.4,60.42,0.0,17.9,6.2,6,304.250,2.311,874.086
304.4,60.15,0.0,12.1,6.8,0,306.659,2.324,873.961
304.4,59.85,0.0,9.1,7.1,5,310.251,2.344,873.718
304.4,59.65,0.0,7.9,8.0,5,312.633,2.359,873.519
316.3,59.36,0.0,1.8,9.3,5,316.185,2.382,873.161
